ID,Target
steth_20190113_11_36_53_I_004,I
steth_20190113_11_37_11_E_002,E
steth_20190113_11_37_11_E_006,E
steth_20190113_11_37_29_E_006,E
steth_20190113_11_37_50_E_004,E
steth_20190113_11_37_50_E_008,E
steth_20190113_11_38_09_I_004,I
steth_20190113_14_44_24_I_006,I
steth_20190113_14_44_44_E_005,E
steth_20190113_14_45_03_E_012,E
steth_20190113_14_45_03_I_010,I
steth_20190113_14_45_58_I_000,I
steth_20190114_09_41_36_E_001,E
steth_20190114_09_41_36_E_003,E
steth_20190114_09_41_36_I_004,I
steth_20190114_09_41_58_I_000,I
steth_20190114_09_42_18_I_004,I
steth_20190114_09_43_23_E_005,E
steth_20190114_09_44_00_I_000,I
steth_20190114_09_44_00_I_006,I
steth_20190114_09_46_58_E_002,E
steth_20190114_09_46_58_E_007,E
steth_20190114_09_46_58_E_018,E
steth_20190114_09_47_16_E_016,E
steth_20190114_09_48_50_E_000,E
steth_20190114_09_49_09_E_001,E
steth_20190114_09_49_09_E_007,E
steth_20190114_09_49_09_I_000,I
steth_20190114_09_49_09_I_008,I
steth_20190114_09_59_11_I_003,I
steth_20190114_09_59_11_I_006,I
steth_20190114_10_00_05_E_005,E
steth_20190114_10_00_41_I_006,I
steth_20190114_10_04_39_E_006,E
steth_20190114_10_04_39_E_010,E
steth_20190114_10_04_39_I_008,I
steth_20190114_10_05_57_E_008,E
steth_20190114_10_06_16_E_000,E
steth_20190114_10_06_16_E_004,E
steth_20190114_10_06_16_E_008,E
steth_20190114_13_42_14_E_014,E
steth_20190114_13_42_32_I_010,I
steth_20190114_13_42_51_E_006,E
steth_20190114_13_43_31_E_008,E
steth_20190114_13_43_50_I_006,I
steth_20190114_13_46_47_I_000,I
steth_20190114_13_46_47_I_004,I
steth_20190114_13_53_53_E_002,E
steth_20190114_13_53_53_I_003,I
steth_20190114_13_54_27_E_002,E
steth_20190114_13_55_07_I_001,I
steth_20190114_13_55_44_E_001,E
steth_20190114_13_55_44_E_003,E
steth_20190114_13_56_03_E_003,E
steth_20190114_13_57_00_E_002,E
steth_20190114_13_57_00_E_014,E
steth_20190114_13_57_39_E_002,E
steth_20190114_13_57_58_I_003,I
steth_20190114_13_58_39_I_011,I
steth_20190114_13_58_59_E_001,E
steth_20190114_13_58_59_E_010,E
steth_20190114_13_58_59_I_006,I
steth_20190114_13_58_59_I_009,I
steth_20190114_13_59_18_E_002,E
steth_20190114_13_59_18_E_014,E
steth_20190114_13_59_18_I_000,I
steth_20190114_13_59_18_I_012,I
steth_20190114_14_07_42_I_003,I
steth_20190114_14_08_50_E_001,E
steth_20190114_14_08_50_E_003,E
steth_20190114_14_08_50_E_005,E
steth_20190114_14_09_08_E_001,E
steth_20190114_14_09_08_E_005,E
steth_20190114_14_09_08_E_007,E
steth_20190116_08_28_25_I_000,I
steth_20190116_08_28_51_I_002,I
steth_20190116_08_28_51_I_006,I
steth_20190116_08_30_10_I_004,I
steth_20190116_08_30_10_I_010,I
steth_20190116_08_31_18_I_004,I
steth_20190118_08_40_19_E_008,E
steth_20190118_09_05_51_I_002,I
steth_20190118_09_06_10_E_014,E
steth_20190118_09_06_10_I_000,I
steth_20190118_09_06_52_I_013,I
steth_20190118_09_07_11_I_000,I
steth_20190118_09_07_11_I_003,I
steth_20190118_09_07_11_I_006,I
steth_20190118_09_07_30_E_000,E
steth_20190118_09_07_30_E_004,E
steth_20190118_09_07_30_I_018,I
steth_20190118_09_55_24_E_004,E
steth_20190118_09_55_24_I_002,I
steth_20190118_09_55_24_I_010,I
steth_20190118_09_55_43_E_002,E
steth_20190118_09_56_19_E_007,E
steth_20190118_09_56_38_E_002,E
steth_20190118_09_56_38_E_006,E
steth_20190118_09_56_57_E_007,E
steth_20190118_09_57_16_I_000,I
steth_20190118_09_57_16_I_008,I
steth_20190118_09_59_27_I_003,I
steth_20190118_09_59_45_E_001,E
steth_20190118_10_00_03_E_010,E
steth_20190118_13_05_52_E_006,E
steth_20190118_13_05_52_I_008,I
steth_20190118_13_06_11_E_005,E
steth_20190118_13_06_30_E_006,E
steth_20190118_13_06_30_I_004,I
steth_20190118_13_06_48_I_001,I
steth_20190118_13_07_07_I_001,I
steth_20190118_13_08_24_E_006,E
steth_20190118_13_08_42_I_006,I
steth_20190118_13_09_00_E_007,E
steth_20190118_13_09_18_E_004,E
steth_20190118_13_09_55_I_000,I
steth_20190118_13_11_33_E_006,E
steth_20190118_13_11_33_I_005,I
steth_20190118_13_11_53_E_002,E
steth_20190118_13_11_53_E_007,E
steth_20190118_13_12_31_E_010,E
steth_20190118_13_12_49_I_000,I
steth_20190118_13_13_10_E_004,E
steth_20190118_13_13_29_I_000,I
steth_20190118_13_15_27_E_005,E
steth_20190118_13_15_27_E_008,E
steth_20190118_13_25_26_I_008,I
steth_20190118_13_25_45_I_004,I
steth_20190118_13_25_45_I_006,I
steth_20190118_13_26_02_I_007,I
steth_20190118_13_26_02_I_010,I
steth_20190118_13_26_20_I_014,I
steth_20190118_13_26_39_E_003,E
steth_20190118_13_26_56_E_004,E
steth_20190118_13_26_56_I_010,I
steth_20190118_13_26_56_I_012,I
steth_20190118_13_39_02_I_001,I
steth_20190118_13_39_02_I_006,I
steth_20190118_13_41_30_I_000,I
steth_20190118_13_51_22_I_013,I
steth_20190118_13_53_09_E_009,E
steth_20190118_15_45_03_I_003,I
steth_20190118_15_45_39_I_003,I
steth_20190118_15_46_35_I_000,I
steth_20190118_15_46_35_I_003,I
steth_20190118_15_47_12_E_002,E
steth_20190118_15_47_12_I_008,I
steth_20190118_15_47_49_I_001,I
steth_20190118_15_47_49_I_005,I
steth_20190118_15_49_03_I_009,I
steth_20190118_15_49_41_E_004,E
steth_20190118_15_51_41_E_004,E
steth_20190118_15_52_01_E_001,E
steth_20190118_15_52_40_E_004,E
steth_20190118_15_52_40_E_006,E
steth_20190118_15_53_00_E_001,E
steth_20190118_15_53_00_I_004,I
steth_20190118_15_53_38_E_002,E
steth_20190118_15_53_57_E_005,E
steth_20190118_15_54_38_E_009,E
steth_20190118_15_54_56_I_004,I
steth_20190118_15_56_59_I_010,I
steth_20190120_08_43_32_I_002,I
steth_20190120_08_44_29_I_003,I
steth_20190120_08_44_29_I_004,I
steth_20190120_08_45_44_I_002,I
steth_20190120_08_46_08_I_001,I
steth_20190120_08_46_08_I_003,I
steth_20190123_08_26_02_E_002,E
steth_20190123_08_26_40_E_007,E
steth_20190123_08_27_00_I_002,I
steth_20190123_08_27_19_E_002,E
steth_20190123_08_30_33_I_001,I
steth_20190123_08_30_52_I_005,I
steth_20190123_08_30_52_I_007,I
steth_20190123_08_31_30_E_008,E
steth_20190123_08_31_49_E_010,E
steth_20190123_08_31_49_E_014,E
steth_20190123_08_31_49_I_004,I
steth_20190123_08_32_07_E_013,E
steth_20190123_08_32_07_E_017,E
steth_20190123_08_32_07_I_015,I
steth_20190123_08_32_26_E_007,E
steth_20190123_08_32_45_E_006,E
steth_20190123_08_34_27_E_014,E
steth_20190123_08_34_27_I_000,I
steth_20190123_08_34_27_I_003,I
steth_20190123_08_34_48_E_005,E
steth_20190123_08_34_48_E_008,E
steth_20190123_08_34_48_E_011,E
steth_20190123_08_34_48_I_006,I
steth_20190123_08_35_07_E_003,E
steth_20190123_08_35_44_I_012,I
steth_20190123_08_36_05_E_006,E
steth_20190123_08_37_46_E_004,E
steth_20190123_08_39_02_E_010,E
steth_20190123_08_39_21_E_002,E
steth_20190123_08_41_19_I_001,I
steth_20190123_08_41_55_I_001,I
steth_20190123_08_42_14_I_005,I
steth_20190123_08_42_33_E_002,E
steth_20190123_08_42_33_E_006,E
steth_20190123_08_43_10_I_003,I
steth_20190123_08_44_10_E_006,E
steth_20190123_08_44_10_E_009,E
steth_20190123_08_44_48_I_001,I
steth_20190123_08_45_25_E_003,E
steth_20190123_08_45_25_E_009,E
steth_20190123_08_45_43_E_007,E
steth_20190123_08_46_22_E_002,E
steth_20190123_08_46_22_E_006,E
steth_20190123_09_10_34_I_006,I
steth_20190123_09_11_42_I_000,I
steth_20190123_09_12_30_I_000,I
steth_20190123_09_12_48_E_006,E
steth_20190123_09_12_48_I_000,I
steth_20190123_10_40_29_I_002,I
steth_20190123_10_40_48_E_001,E
steth_20190123_10_41_06_E_001,E
steth_20190123_10_41_06_E_003,E
steth_20190123_10_41_24_I_003,I
steth_20190123_10_42_02_E_002,E
steth_20190123_10_42_02_I_006,I
steth_20190123_10_42_22_E_001,E
steth_20190124_08_06_06_E_002,E
steth_20190124_08_08_03_E_004,E
steth_20190124_08_08_03_E_006,E
steth_20190124_08_14_08_E_002,E
steth_20190124_08_14_08_I_003,I
steth_20190124_08_14_26_E_008,E
steth_20190124_08_14_44_E_001,E
steth_20190124_08_15_53_I_004,I
steth_20190124_08_16_11_E_004,E
steth_20190124_08_16_11_I_000,I
steth_20190124_08_16_31_E_001,E
steth_20190124_08_17_59_E_010,E
steth_20190124_08_18_40_I_000,I
steth_20190124_08_19_21_I_002,I
steth_20190124_08_19_42_E_002,E
steth_20190124_08_19_42_I_000,I
steth_20190124_08_20_03_E_006,E
steth_20190124_08_20_03_I_008,I
steth_20190124_08_20_45_I_001,I
steth_20190124_08_21_08_I_001,I
steth_20190124_08_22_07_I_006,I
steth_20190124_08_23_14_I_000,I
steth_20190124_08_23_14_I_006,I
steth_20190124_08_28_38_E_006,E
steth_20190124_08_28_56_I_004,I
steth_20190124_08_29_48_E_007,E
steth_20190124_08_30_07_E_002,E
steth_20190124_08_30_07_E_006,E
steth_20190124_08_30_26_E_006,E
steth_20190124_08_31_07_E_006,E
steth_20190124_08_31_43_I_004,I
steth_20190124_08_32_21_E_003,E
steth_20190124_08_32_39_I_001,I
steth_20190124_08_33_17_E_010,E
steth_20190124_08_33_17_I_000,I
steth_20190124_08_36_24_E_008,E
steth_20190124_08_36_43_E_007,E
steth_20190124_08_37_03_E_002,E
steth_20190124_08_37_03_I_008,I
steth_20190124_08_37_23_I_002,I
steth_20190124_08_38_14_E_011,E
steth_20190124_08_38_14_I_000,I
steth_20190124_08_38_34_E_002,E
steth_20190126_09_03_31_I_004,I
steth_20190126_09_04_31_I_004,I
steth_20190126_09_04_31_I_006,I
steth_20190126_11_35_00_E_004,E
steth_20190126_11_40_26_I_002,I
steth_20190126_11_41_04_I_001,I
steth_20190126_11_41_42_E_004,E
steth_20190126_11_41_42_I_001,I
steth_20190126_11_42_04_I_005,I
steth_20190126_12_57_10_E_002,E
steth_20190126_12_57_10_E_005,E
steth_20190126_12_57_10_I_000,I
steth_20190126_12_57_47_I_000,I
steth_20190126_12_57_47_I_004,I
steth_20190126_12_58_05_E_005,E
steth_20190126_12_58_23_E_007,E
steth_20190126_12_58_23_I_002,I
steth_20190126_12_58_41_I_006,I
steth_20190126_12_59_00_E_002,E
steth_20190126_12_59_00_I_006,I
steth_20190126_13_00_10_I_008,I
steth_20190126_13_00_46_I_011,I
steth_20190126_13_01_29_E_007,E
steth_20190126_13_02_06_E_005,E
steth_20190126_13_03_26_E_002,E
steth_20190126_13_03_45_E_006,E
steth_20190126_13_03_45_I_004,I
steth_20190126_13_04_23_E_005,E
steth_20190126_13_04_45_E_006,E
steth_20190126_13_04_45_I_007,I
steth_20190126_13_05_03_E_001,E
steth_20190126_13_05_41_E_002,E
steth_20190126_13_05_41_E_004,E
steth_20190126_13_05_41_I_005,I
steth_20190126_13_06_42_I_000,I
steth_20190126_13_07_20_E_005,E
steth_20190126_13_07_58_I_000,I
steth_20190126_13_08_16_E_005,E
steth_20190126_13_14_02_E_009,E
steth_20190126_13_14_23_E_002,E
steth_20190126_13_14_23_E_011,E
steth_20190126_13_14_23_I_000,I
steth_20190126_13_14_23_I_009,I
steth_20190126_13_14_44_E_003,E
steth_20190126_13_15_03_I_000,I
steth_20190126_13_15_22_E_003,E
steth_20190126_13_15_49_E_002,E
steth_20190126_13_15_49_E_006,E
steth_20190126_13_15_49_I_000,I
steth_20190128_09_06_15_I_017,I
steth_20190128_09_07_13_I_001,I
steth_20190128_09_07_13_I_013,I
steth_20190128_09_07_32_E_003,E
steth_20190128_09_29_05_E_021,E
steth_20190128_09_29_05_E_025,E
steth_20190128_09_29_27_E_004,E
steth_20190128_09_29_27_I_018,I
steth_20190128_09_29_50_I_020,I
steth_20190128_09_30_11_I_008,I
steth_20190128_09_30_31_E_007,E
steth_20190128_09_30_31_I_003,I
steth_20190128_09_30_51_E_002,E
steth_20190128_09_31_12_E_002,E
steth_20190128_09_31_31_E_003,E
steth_20190128_11_35_23_E_002,E
steth_20190128_11_35_23_I_004,I
steth_20190128_11_35_41_E_005,E
steth_20190128_11_35_59_E_006,E
steth_20190128_11_36_55_E_002,E
steth_20190128_11_38_34_I_000,I
steth_20190128_11_38_34_I_008,I
steth_20190128_11_38_53_I_007,I
steth_20190128_11_39_49_I_003,I
steth_20190128_11_40_26_E_002,E
steth_20190128_11_40_26_E_011,E
steth_20190128_11_40_26_I_004,I
steth_20190128_11_40_45_I_003,I
steth_20190128_11_41_33_E_001,E
steth_20190128_11_41_51_I_004,I
steth_20190128_11_42_28_I_000,I
steth_20190128_11_43_06_I_000,I
steth_20190128_11_43_26_I_002,I
steth_20190128_11_43_26_I_006,I
steth_20190128_12_21_53_E_006,E
steth_20190128_12_21_53_E_010,E
steth_20190128_12_22_11_I_007,I
steth_20190128_12_22_11_I_011,I
steth_20190128_12_22_30_E_001,E
steth_20190128_12_22_48_E_000,E
steth_20190128_12_22_48_E_004,E
steth_20190128_12_23_07_E_002,E
steth_20190128_12_23_07_I_005,I
steth_20190128_12_23_45_I_003,I
steth_20190128_12_23_45_I_005,I
steth_20190128_12_26_21_I_004,I
steth_20190128_12_27_29_E_005,E
steth_20190128_12_32_14_I_004,I
steth_20190128_12_32_36_E_004,E
steth_20190128_12_32_36_I_006,I
steth_20190128_12_32_54_I_003,I
steth_20190128_12_33_15_E_005,E
steth_20190128_12_33_33_I_004,I
steth_20190128_12_35_06_I_012,I
steth_20190128_12_35_25_I_006,I
steth_20190128_12_36_04_E_000,E
steth_20190128_12_36_04_I_006,I
steth_20190128_12_36_42_E_013,E
steth_20190128_12_37_04_I_016,I
steth_20190128_12_37_23_E_012,E
steth_20190128_12_37_23_I_000,I
steth_20190128_12_37_23_I_008,I
steth_20190128_12_37_23_I_010,I
steth_20190128_12_37_23_I_014,I
steth_20190128_12_55_50_I_002,I
steth_20190128_12_56_09_I_001,I
steth_20190128_12_56_46_E_005,E
steth_20190128_12_56_46_I_000,I
steth_20190128_12_57_42_I_000,I
steth_20190128_13_03_43_E_002,E
steth_20190128_13_03_43_I_003,I
steth_20190128_13_04_02_E_005,E
steth_20190128_13_05_03_E_002,E
steth_20190128_13_05_21_E_000,E
steth_20190128_13_05_21_E_006,E
steth_20190128_13_05_40_E_004,E
steth_20190128_13_05_58_E_006,E
steth_20190130_10_23_37_I_008,I
steth_20190130_10_23_56_E_000,E
steth_20190130_10_23_56_I_002,I
steth_20190130_10_24_32_E_005,E
steth_20190130_10_24_32_E_008,E
steth_20190130_10_24_32_I_000,I
steth_20190130_10_24_51_I_001,I
steth_20190130_10_25_30_I_000,I
steth_20190130_10_25_51_E_006,E
steth_20190130_10_26_11_E_011,E
steth_20190130_11_07_44_I_000,I
steth_20190130_11_07_44_I_003,I
steth_20190130_11_08_43_I_001,I
steth_20190130_11_09_02_I_004,I
steth_20190130_11_09_02_I_006,I
steth_20190131_09_21_56_I_002,I
steth_20190131_09_22_16_I_008,I
steth_20190131_09_22_57_E_007,E
steth_20190131_09_22_57_I_000,I
steth_20190131_09_23_15_I_003,I
steth_20190131_09_25_04_E_008,E
steth_20190131_09_25_23_I_005,I
steth_20190131_09_26_08_E_007,E
steth_20190131_09_26_44_E_000,E
steth_20190131_09_26_44_E_017,E
steth_20190131_09_30_06_E_007,E
steth_20190131_09_30_06_I_002,I
steth_20190131_09_30_42_I_000,I
steth_20190131_09_31_00_I_002,I
steth_20190131_09_31_39_E_003,E
steth_20190131_09_32_17_E_003,E
steth_20190131_09_32_17_I_000,I
steth_20190131_09_39_13_I_010,I
steth_20190131_09_40_35_I_001,I
steth_20190131_09_41_56_E_004,E
steth_20190131_09_41_56_E_007,E
steth_20190131_09_41_56_I_003,I
steth_20190131_09_42_15_I_004,I
steth_20190131_09_42_55_I_002,I
steth_20190131_09_42_55_I_004,I
steth_20190131_09_49_08_I_002,I
steth_20190131_09_50_41_I_004,I
steth_20190131_11_26_20_E_010,E
steth_20190131_11_26_20_I_000,I
steth_20190131_11_28_17_I_009,I
steth_20190131_11_28_35_E_004,E
steth_20190131_11_29_45_I_000,I
steth_20190131_11_35_23_E_001,E
steth_20190131_11_35_23_E_005,E
steth_20190131_11_36_00_E_001,E
steth_20190131_11_36_18_E_001,E
steth_20190131_11_36_55_I_004,I
steth_20190131_11_37_15_E_009,E
steth_20190131_11_37_33_E_004,E
steth_20190306_08_35_48_I_002,I
steth_20190306_08_48_05_I_001,I
steth_20190308_11_26_07_E_001,E
steth_20190308_11_27_45_E_005,E
steth_20190308_11_27_45_I_002,I
steth_20190308_11_28_08_E_001,E
steth_20190308_11_28_08_I_002,I
steth_20190308_11_53_15_I_003,I
steth_20190308_11_53_41_E_003,E
steth_20190308_11_53_41_E_005,E
steth_20190308_11_53_41_I_002,I
steth_20190308_12_09_58_E_003,E
steth_20190308_12_11_28_E_001,E
steth_20190308_12_14_05_I_000,I
steth_20190308_12_14_05_I_002,I
steth_20190308_12_33_23_E_002,E
steth_20190308_12_33_23_E_006,E
steth_20190308_12_34_07_E_002,E
steth_20190308_12_34_07_E_005,E
steth_20190308_12_34_29_I_001,I
steth_20190308_12_35_11_I_003,I
steth_20190308_13_17_34_E_002,E
steth_20190308_13_17_54_E_001,E
steth_20190308_13_19_26_E_003,E
steth_20190308_13_19_26_E_006,E
steth_20190308_13_19_26_I_010,I
steth_20190308_13_20_19_I_004,I
steth_20190308_13_23_16_E_004,E
steth_20190308_13_23_16_E_006,E
steth_20190308_13_23_35_E_003,E
steth_20190308_13_23_55_I_000,I
steth_20190308_13_24_36_I_000,I
steth_20190308_13_25_19_I_002,I
steth_20190308_13_49_59_E_002,E
steth_20190308_13_49_59_E_006,E
steth_20190308_13_50_20_E_004,E
steth_20190308_13_50_20_I_001,I
steth_20190308_13_56_26_E_004,E
steth_20190308_13_57_47_E_005,E
steth_20190308_13_58_07_I_002,I
steth_20190308_13_58_26_E_004,E
steth_20190308_13_58_26_I_007,I
steth_20190312_13_49_52_I_004,I
steth_20190312_13_50_41_I_008,I
steth_20190312_14_42_27_E_003,E
steth_20190312_15_57_37_I_000,I
steth_20190312_15_59_25_E_001,E
steth_20190312_15_59_25_I_000,I
steth_20190326_09_04_30_I_000,I
steth_20190410_12_08_20_I_004,I
steth_20190413_13_50_31_I_004,I
steth_20190413_13_50_54_I_000,I
steth_20190413_13_50_54_I_002,I
steth_20190413_13_51_14_I_008,I
steth_20190413_13_51_34_E_001,E
steth_20190413_14_01_38_E_001,E
steth_20190413_14_01_38_E_005,E
steth_20190413_14_01_38_E_009,E
steth_20190413_14_01_38_E_013,E
steth_20190413_14_01_38_I_007,I
steth_20190413_14_02_45_I_006,I
steth_20190413_14_03_10_E_005,E
steth_20190413_14_03_10_E_011,E
steth_20190413_14_30_07_E_001,E
steth_20190413_14_31_01_E_004,E
steth_20190413_14_31_36_E_001,E
steth_20190413_14_31_36_E_005,E
steth_20190413_14_31_36_I_002,I
steth_20190413_14_32_06_E_003,E
steth_20190413_14_32_06_I_002,I
steth_20190413_14_33_34_I_011,I
steth_20190413_14_34_03_E_005,E
steth_20190413_15_37_47_E_002,E
steth_20190413_15_39_22_I_002,I
steth_20190413_15_39_46_E_001,E
steth_20190413_15_40_17_I_002,I
steth_20190413_15_40_17_I_004,I
steth_20190423_14_35_12_I_004,I
steth_20190423_14_35_33_I_002,I
steth_20190423_14_35_59_I_004,I
steth_20190423_14_36_21_I_002,I
steth_20190423_14_36_45_I_006,I
steth_20190423_14_37_13_I_003,I
steth_20190423_14_37_13_I_005,I
steth_20190423_14_37_43_I_002,I
steth_20190423_14_56_16_E_007,E
steth_20190423_14_56_16_I_014,I
steth_20190423_15_31_52_E_005,E
steth_20190423_15_32_38_I_004,I
steth_20190423_15_33_19_E_004,E
steth_20190423_15_33_19_I_000,I
steth_20190423_15_33_41_I_004,I
steth_20190423_16_02_42_E_007,E
steth_20190423_16_03_06_E_002,E
steth_20190423_16_03_06_I_014,I
steth_20190423_16_03_28_E_004,E
steth_20190423_16_03_28_E_018,E
steth_20190423_16_03_28_I_021,I
steth_20190423_16_03_48_E_008,E
steth_20190423_16_03_48_I_006,I
steth_20190423_16_04_09_E_015,E
steth_20190423_16_04_09_I_000,I
steth_20190423_16_04_09_I_009,I
steth_20190423_16_04_31_E_003,E
steth_20190423_16_04_51_E_006,E
steth_20190423_16_04_51_E_012,E
steth_20190423_16_05_11_E_009,E
steth_20190423_16_27_54_I_002,I
steth_20190423_16_28_40_I_006,I
steth_20190423_16_29_01_E_004,E
steth_20190423_16_29_21_E_007,E
steth_20190423_16_29_21_I_006,I
steth_20190423_16_29_42_I_001,I
steth_20190423_16_30_07_I_005,I
steth_20190423_16_30_07_I_008,I
steth_20190426_16_50_32_I_003,I
steth_20190426_16_51_22_I_008,I
steth_20190426_16_51_40_E_001,E
steth_20190426_16_51_40_E_004,E
steth_20190426_16_51_40_I_008,I
steth_20190426_16_51_40_I_011,I
steth_20190426_16_52_21_E_008,E
steth_20190426_16_52_41_E_012,E
steth_20190426_17_18_19_I_000,I
steth_20190426_17_18_19_I_002,I
steth_20190426_17_18_19_I_003,I
steth_20190426_17_18_19_I_007,I
steth_20190426_17_18_41_E_002,E
steth_20190426_17_19_28_I_000,I
steth_20190426_17_19_28_I_004,I
steth_20190426_17_20_10_E_001,E
steth_20190426_17_20_10_E_006,E
steth_20190426_17_20_10_I_007,I
steth_20190426_17_20_44_I_012,I
steth_20190426_17_21_15_E_002,E
steth_20190426_17_21_15_E_007,E
steth_20190429_12_49_58_I_003,I
steth_20190429_12_50_24_I_006,I
steth_20190429_14_33_54_I_000,I
steth_20190502_09_49_39_I_004,I
steth_20190502_09_50_09_I_000,I
steth_20190502_09_50_09_I_002,I
steth_20190502_09_50_09_I_008,I
steth_20190502_09_50_42_I_004,I
steth_20190502_09_50_42_I_006,I
steth_20190502_09_51_33_I_005,I
steth_20190502_09_52_28_I_002,I
steth_20190503_11_03_26_E_003,E
steth_20190503_11_03_26_E_005,E
steth_20190503_11_03_26_E_013,E
steth_20190503_11_03_26_I_010,I
steth_20190503_11_05_51_E_015,E
steth_20190503_11_05_51_I_000,I
steth_20190503_11_06_17_E_000,E
steth_20190503_11_06_17_E_004,E
steth_20190503_11_06_17_E_006,E
steth_20190503_11_06_17_E_008,E
steth_20190503_11_06_17_E_010,E
steth_20190503_11_06_17_E_012,E
steth_20190503_11_06_17_I_005,I
steth_20190503_15_28_30_E_014,E
steth_20190503_15_31_21_E_000,E
steth_20190503_15_31_21_E_008,E
steth_20190503_15_31_21_E_011,E
steth_20190503_15_31_21_I_005,I
steth_20190507_14_00_01_I_000,I
steth_20190507_14_01_05_E_013,E
steth_20190507_14_02_19_E_014,E
steth_20190507_14_02_43_E_000,E
steth_20190507_14_02_43_E_004,E
steth_20190507_14_02_43_E_016,E
steth_20190507_14_02_43_I_014,I
steth_20190507_14_03_09_E_006,E
steth_20190507_14_03_09_I_000,I
steth_20190507_14_03_09_I_013,I
steth_20190507_14_03_37_E_014,E
steth_20190507_14_04_10_E_004,E
steth_20190507_14_04_31_I_000,I
steth_20190507_14_05_44_E_001,E
steth_20190507_14_05_44_E_009,E
steth_20190507_14_05_44_E_011,E
steth_20190507_14_05_44_I_006,I
steth_20190507_14_06_11_E_006,E
steth_20190507_14_06_11_E_010,E
steth_20190507_14_33_23_I_005,I
steth_20190507_14_36_35_E_001,E
steth_20190507_14_37_25_I_000,I
steth_20190507_14_58_39_E_002,E
steth_20190507_14_59_05_I_004,I
steth_20190507_14_59_49_E_004,E
steth_20190507_15_00_16_E_002,E
steth_20190507_15_00_58_E_002,E
steth_20190507_15_00_58_E_010,E
steth_20190507_15_00_58_I_008,I
steth_20190507_15_01_19_E_009,E
steth_20190507_15_01_19_I_000,I
steth_20190507_15_03_19_E_002,E
steth_20190507_15_03_19_E_007,E
steth_20190507_15_03_19_I_009,I
steth_20190507_15_03_42_E_007,E
steth_20190507_15_04_40_E_001,E
steth_20190507_15_04_40_E_008,E
steth_20190507_15_04_40_E_014,E
steth_20190507_15_04_40_I_009,I
steth_20190507_15_30_04_E_011,E
steth_20190507_15_30_04_I_003,I
steth_20190507_15_31_15_E_006,E
steth_20190507_15_31_15_I_004,I
steth_20190507_15_32_58_E_002,E
steth_20190507_15_33_44_E_007,E
steth_20190507_15_33_44_I_001,I
steth_20190507_15_58_55_E_003,E
steth_20190507_15_58_55_E_008,E
steth_20190507_15_58_55_I_009,I
steth_20190507_15_58_55_I_012,I
steth_20190507_15_59_25_E_004,E
steth_20190507_16_00_27_I_000,I
steth_20190507_16_00_48_E_001,E
steth_20190507_16_00_48_E_005,E
steth_20190507_16_00_48_E_007,E
steth_20190507_16_00_59_E_002,E
steth_20190507_16_00_59_E_014,E
steth_20190507_16_01_39_E_003,E
steth_20190507_16_02_08_I_000,I
steth_20190507_16_02_53_E_010,E
steth_20190507_16_30_56_E_002,E
steth_20190507_16_30_56_E_014,E
steth_20190507_16_30_56_I_016,I
steth_20190507_16_31_12_E_011,E
steth_20190507_16_31_12_I_000,I
steth_20190507_16_31_12_I_010,I
steth_20190507_16_31_22_E_003,E
steth_20190507_16_31_22_E_010,E
steth_20190507_16_31_36_E_002,E
steth_20190507_16_31_36_I_006,I
steth_20190507_16_32_05_E_002,E
steth_20190507_16_32_07_I_004,I
steth_20190507_16_32_22_I_002,I
steth_20190507_16_32_52_E_001,E
steth_20190507_16_33_03_E_000,E
steth_20190507_16_33_03_E_003,E
steth_20190507_16_33_03_E_010,E
steth_20190507_16_33_21_E_005,E
steth_20190507_16_33_21_E_007,E
steth_20190507_16_33_21_I_002,I
steth_20190507_16_33_45_E_004,E
steth_20190507_16_33_45_I_000,I
steth_20190507_16_34_06_E_005,E
steth_20190507_16_34_34_E_001,E
steth_20190509_12_20_00_E_005,E
steth_20190509_12_20_29_E_004,E
steth_20190509_12_20_29_I_003,I
steth_20190509_12_21_19_E_005,E
steth_20190509_15_05_59_E_000,E
steth_20190510_09_43_32_I_000,I
steth_20190511_14_00_16_E_002,E
steth_20190511_14_00_16_E_010,E
steth_20190516_14_19_35_E_005,E
steth_20190516_14_19_35_E_008,E
steth_20190516_14_19_35_E_014,E
steth_20190516_14_19_59_E_001,E
steth_20190516_14_19_59_E_005,E
steth_20190516_14_19_59_I_004,I
steth_20190516_14_22_07_E_012,E
steth_20190516_14_22_29_E_000,E
steth_20190516_14_22_32_I_011,I
steth_20190516_14_22_54_I_010,I
steth_20190516_14_23_08_E_000,E
steth_20190516_14_23_08_I_013,I
steth_20190516_14_23_41_E_010,E
steth_20190516_14_23_41_E_014,E
steth_20190516_14_24_19_E_000,E
steth_20190516_14_24_19_E_012,E
steth_20190516_14_24_19_E_016,E
steth_20190516_14_24_19_E_024,E
steth_20190516_14_24_58_E_002,E
steth_20190516_14_25_25_E_014,E
steth_20190516_14_25_50_E_020,E
steth_20190516_14_25_50_I_000,I
steth_20190516_14_26_25_E_005,E
steth_20190516_14_26_25_E_012,E
steth_20190516_14_26_25_E_023,E
steth_20190516_14_26_25_I_010,I
steth_20190516_14_49_03_E_011,E
steth_20190516_14_49_26_E_012,E
steth_20190516_14_49_49_E_004,E
steth_20190516_14_49_49_I_011,I
steth_20190516_14_49_50_E_002,E
steth_20190516_14_49_50_E_011,E
